,Feature,Mean_SHAP
312,global_economy__bop_financial_account_balance_euro__euro,0.033900753
1023,global_economy__nominal_share_of_gdp_at_factor_cost_services__percentage,0.030983018
847,global_economy__nominal_consumption_per_capita_us__u_s_dollar,0.025860233
1648,registrations__fueltype_benzin_meanbymonth,0.023462215
708,global_economy__growth_rate_real_gdp_per_capita__percentage,0.023109598
615,global_economy__fiscal_balance_current_primary_in_us_general_government__u_s_dollar,0.022696193
1123,global_economy__real_gdp_at_factor_cost_industry_manufacturing_growth_rate_year_on_year__percent_change_year_ago,0.022573674
39,global_consumer__female_population_35_to_39,0.02215925
937,global_economy__nominal_gdp_per_capita_yen_per_person__japanese_yen,0.018964255
275,global_economy__bop_basic_balance_us__u_s_dollar,0.018917266
298,global_economy__bop_direct_investment_liability_or_fdi_credit_capital_inflow_of_if__percentage,0.018151525
1676,registrations__buildtype_cabrio_interpolation_spline,0.018122861
17,global_consumer__disposable_income_index_current_us,0.017199026
21,global_consumer__education_expenditures,0.017180769
482,global_economy__deflator_customs_clearance_exports_total_saar_us__index,0.017126063
1061,global_economy__population_rural__persons,0.016835602
781,global_economy__interest_payments_total_in_euro_general_government__euro,0.016781403
246,global_consumer__total_population_15_to_64,0.016621532
1302,global_economy__total_revenue_of_gdp_general_government__percentage,0.01637421
1343,global_economy__wholesale_producer_price_index_euro_basis__index,0.016267264
1184,global_economy__real_indirect_taxes_minus_subsidies_euro__euro,0.015562341
336,global_economy__bop_miscellaneous_capital_account_euro__euro,0.014240623
716,global_economy__growth_rate_total_expenditure_in_lcu__percentage,0.0140484935
8,global_consumer__beer,0.014044918
1071,global_economy__private_consumption_year_on_year__percentage,0.013162347
1691,registrations__buildtype_other_interpolation_spline,0.012366677
1204,global_economy__real_nia_imports_of_goods_non_factor_services_euro__euro,0.012082893
35,global_consumer__female_population_15_to_64,0.011742727
32,global_consumer__female_population_0_to_4,0.010762067
618,global_economy__fiscal_balance_current_primary_of_gdp_general_government__percentage,0.010460893
554,global_economy__employee_compensation_lcu_year_on_year_percent_change__percent_change_year_ago,0.010265248
1266,global_economy__terms_of_trade_goods__points,0.010126309
795,global_economy__interest_rate_policy__percentage,0.010034153
843,global_economy__nia_exports_of_goods_non_factor_services_year_on_year__percentage,0.009622722
333,global_economy__bop_goods_imports_of_gdp__percentage,0.00947347
1263,global_economy__tax_rate_overall_taxes__percentage,0.009116024
392,global_economy__bop_services_factor_non_factor_imports_us__u_s_dollar,0.008391595
1058,global_economy__population_age_bracket_15_64__persons,0.0072458815
69,global_consumer__household_operations,0.0061749867
28,global_consumer__exchange_rate,0.005766609
577,global_economy__exchange_rate_lcu_per_us_period_end_year_on_year_percent_change__percent_change_year_ago,0.005635011
67,global_consumer__household_energy,0.0053968453
183,global_consumer__nonalcoholic_beverages,0.0051500956
1164,global_economy__real_gross_domestic_demand_absorption_euro__euro,0.0046871947
505,global_economy__deflator_gdp_at_factor_cost_industry_manufacturing_euro__index,0.004614298
1032,global_economy__nominal_share_of_gdp_nia_imports_of_goods_non_factor_services__percentage,0.0043750857
12,global_consumer__communication,0.0040552835
1134,global_economy__real_gdp_at_factor_cost_services_euro__euro,0.003979426
31,global_consumer__female_population_0_to_14,0.0038127531
599,global_economy__fiscal_balance_current_in_us_general_government__u_s_dollar,0.0037481384
1028,global_economy__nominal_share_of_gdp_gross_domestic_investment__percentage,0.0035229316
670,global_economy__gross_domestic_product_deflator_year_on_year_percent_change__percent_change_year_ago,0.0032907007
807,global_economy__international_reserves_us__u_s_dollar,0.0028438196
1026,global_economy__nominal_share_of_gdp_government_consumption__percentage,0.0024706984
353,global_economy__bop_non_factor_service_imports_euro__euro,0.0024438517
1690,registrations__buildtype_other_interpolated_linear,0.0023442633
73,global_consumer__index_of_total_fertility,0.0023315393
1586,registrations__vwm_premium_mini_interpolation_spline,0.0022822183
791,global_economy__interest_payments_total_in_us_general_government__u_s_dollar,0.0021137323
44,global_consumer__female_population_5_to_9,0.00210742
1658,registrations__buildtype_suv_meanbymonth,0.0019340813
528,global_economy__deflator_nia_exports_of_goods_non_factor_services_us__index,0.0018962348
974,global_economy__nominal_indirect_taxes_minus_subsidies_ppp__u_s_dollar,0.0018552387
1553,registrations__vwm_premium_bmw_meanbymonth,0.0018078903
370,global_economy__bop_portfolio_investment_balance_net_capital_inflow_euro__euro,0.001663523
297,global_economy__bop_direct_investment_liability_or_fdi_credit_capital_inflow_of_gdp__percentage,0.0016078147
373,global_economy__bop_portfolio_investment_balance_net_capital_inflow_of_gdp__percentage,0.0016073971
433,global_economy__consumer_price_index_core_dollar_basis__index,0.0015459324
804,global_economy__international_reserves_excluding_gold_us__u_s_dollar,0.0014184563
713,global_economy__growth_rate_total_expenditure_in_euro__percentage,0.0014148006
1528,registrations__volkswagensegment_premium_meanbymonth,0.0013672664
198,global_consumer__profits,0.0011985801
981,global_economy__nominal_inventory_investment_us__u_s_dollar,0.0011263787
952,global_economy__nominal_gross_domestic_investment_euro__euro,0.0009983208
698,global_economy__growth_rate_nominal_gdp_per_capita__percentage,0.0009735595
377,global_economy__bop_services_factor_non_factor_balance_euro__euro,0.000852693
293,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_of_gdp__percentage,0.00074288395
82,global_consumer__male_population_20_to_24,0.00067776436
2,global_consumer__apparel_footwear,0.0006370514
899,global_economy__nominal_gdp_at_factor_cost_industry_manufacturing_euro__euro,0.0004852101
1053,global_economy__personal_income_euro__euro,0.00046301648
1283,global_economy__total_foreign_debt_as_of_gdp__percentage,0.0004572671
196,global_consumer__prime_rate,0.00044608544
1585,registrations__vwm_premium_mini_interpolated_linear,0.0004326811
1172,global_economy__real_gross_domestic_investment_euro__euro,0.00034804858
1074,global_economy__real_consumption_total_growth_rate_year_on_year__percent_change_year_ago,0.00033613585
877,global_economy__nominal_fixed_investment_private_residential_euro__euro,0.00029206718
1641,registrations__fueltype_hybrid_interpolation_spline,0.00027452555
1501,registrations__porschesegment_w_o_porsche_segment_interpolation_spline,0.00021270386
950,global_economy__nominal_gross_domestic_demand_absorption_ppp__u_s_dollar,0.00021060572
1029,global_economy__nominal_share_of_gdp_gross_domestic_saving_gross_domestic_saving_rate__percentage,0.00020545864
1663,registrations__buildtype_transport_meanbymonth,0.00014480531
1607,registrations__vwm_luxus_bentley_fill_zero,0.00013743274
194,global_consumer__ppp_conversion_factor,0.000118839765
1570,registrations__vwm_premium_volvo_interpolated_linear,5.639997e-05
37,global_consumer__female_population_25_to_29,4.602849e-05
1177,global_economy__real_gross_domestic_product_2005_yen__japanese_yen,0.0
957,global_economy__nominal_gross_domestic_investment_us__u_s_dollar,0.0
1176,global_economy__real_gross_domestic_investment_us__u_s_dollar,0.0
956,global_economy__nominal_gross_domestic_investment_ppp__u_s_dollar,0.0
1244,global_economy__social_insurance_contribution_us__u_s_dollar,0.0
1243,global_economy__social_insurance_contribution_lcu__u_s_dollar,0.0
1178,global_economy__real_gross_domestic_product_ppp__u_s_dollar,0.0
958,global_economy__nominal_gross_domestic_product_ppp__u_s_dollar,0.0
1246,global_economy__social_insurance_payments_in_euro_unspecified_government__euro,0.0
1179,global_economy__real_gross_domestic_saving_euro__euro,0.0
1242,global_economy__social_insurance_contribution_euro__euro,0.0
959,global_economy__nominal_gross_domestic_product_yen__japanese_yen,0.0
1240,global_economy__share_of_population_urban__percentage,0.0
1239,global_economy__share_of_population_rural__percentage,0.0
960,global_economy__nominal_gross_domestic_saving_euro__euro,0.0
1238,global_economy__share_of_population_age_bracket_65__percentage,0.0
1245,global_economy__social_insurance_payments_in_euro_general_government__euro,0.0
1208,global_economy__real_nia_imports_of_goods_non_factor_services_lcu__index,0.0
1175,global_economy__real_gross_domestic_investment_lcu__u_s_dollar,0.0
1247,global_economy__social_insurance_payments_in_lcu_general_government__u_s_dollar,0.0
1256,global_economy__subsidies_in_lcu_unspecified_government__chinese_renminbi,0.0
1168,global_economy__real_gross_domestic_demand_absorption_lcu__u_s_dollar,0.0
969,global_economy__nominal_gross_private_saving_us__u_s_dollar,0.0
1255,global_economy__subsidies_in_lcu_general_government__u_s_dollar,0.0
968,global_economy__nominal_gross_private_saving_ppp__u_s_dollar,0.0
967,global_economy__nominal_gross_private_saving_lcu__u_s_dollar,0.0
953,global_economy__nominal_gross_domestic_investment_lcu__chinese_renminbi,0.0
1254,global_economy__subsidies_in_lcu_general_government__euro,0.0
1169,global_economy__real_gross_domestic_demand_absorption_ppp__u_s_dollar,0.0
966,global_economy__nominal_gross_private_saving_euro__euro,0.0
1253,global_economy__subsidies_in_lcu_general_government__chinese_renminbi,0.0
1252,global_economy__subsidies_in_euro_unspecified_government__euro,0.0
1170,global_economy__real_gross_domestic_demand_absorption_us__u_s_dollar,0.0
965,global_economy__nominal_gross_domestic_saving_us__u_s_dollar,0.0
954,global_economy__nominal_gross_domestic_investment_lcu__euro,0.0
1171,global_economy__real_gross_domestic_demand_growth_rate_year_on_year__percent_change_year_ago,0.0
1250,global_economy__social_insurance_payments_in_us_unspecified_government__u_s_dollar,0.0
1249,global_economy__social_insurance_payments_in_us_general_government__u_s_dollar,0.0
1173,global_economy__real_gross_domestic_investment_lcu__chinese_renminbi,0.0
1248,global_economy__social_insurance_payments_in_lcu_unspecified_government__u_s_dollar,0.0
1174,global_economy__real_gross_domestic_investment_lcu__euro,0.0
955,global_economy__nominal_gross_domestic_investment_lcu__u_s_dollar,0.0
1237,global_economy__share_of_population_age_bracket_15_64__percentage,0.0
1180,global_economy__real_gross_domestic_saving_lcu__chinese_renminbi,0.0
1182,global_economy__real_gross_domestic_saving_lcu__u_s_dollar,0.0
1181,global_economy__real_gross_domestic_saving_lcu__euro,0.0
1216,global_economy__real_nia_net_exports_lcu__u_s_dollar,0.0
1221,global_economy__real_price_of_crude_oil_lcu_basis__u_s_dollar,0.0
962,global_economy__nominal_gross_domestic_saving_lcu__euro,0.0
963,global_economy__nominal_gross_domestic_saving_lcu__u_s_dollar,0.0
1219,global_economy__real_price_of_crude_oil_lcu_basis__chinese_renminbi,0.0
1196,global_economy__real_nia_exports_of_goods_non_factor_services_euro__euro,0.0
1218,global_economy__real_ppp_gdp_growth_rate_year_on_year__percent_change_year_ago,0.0
1217,global_economy__real_nia_net_exports_us__u_s_dollar,0.0
1197,global_economy__real_nia_exports_of_goods_non_factor_services_growth_rate_year_on_year__percent_change_year_ago,0.0
1198,global_economy__real_nia_exports_of_goods_non_factor_services_lcu__chinese_renminbi,0.0
1199,global_economy__real_nia_exports_of_goods_non_factor_services_lcu__euro,0.0
1200,global_economy__real_nia_exports_of_goods_non_factor_services_lcu__index,0.0
1201,global_economy__real_nia_exports_of_goods_non_factor_services_lcu__u_s_dollar,0.0
1207,global_economy__real_nia_imports_of_goods_non_factor_services_lcu__euro,0.0
1215,global_economy__real_nia_net_exports_lcu__index,0.0
1202,global_economy__real_nia_exports_of_goods_non_factor_services_ppp__u_s_dollar,0.0
1166,global_economy__real_gross_domestic_demand_absorption_lcu__euro,0.0
1214,global_economy__real_nia_net_exports_lcu__euro,0.0
1213,global_economy__real_nia_net_exports_lcu__chinese_renminbi,0.0
1203,global_economy__real_nia_exports_of_goods_non_factor_services_us__u_s_dollar,0.0
1212,global_economy__real_nia_net_exports_euro__euro,0.0
1211,global_economy__real_nia_imports_of_goods_non_factor_services_us__u_s_dollar,0.0
1210,global_economy__real_nia_imports_of_goods_non_factor_services_ppp__u_s_dollar,0.0
1209,global_economy__real_nia_imports_of_goods_non_factor_services_lcu__u_s_dollar,0.0
1206,global_economy__real_nia_imports_of_goods_non_factor_services_lcu__chinese_renminbi,0.0
1222,global_economy__real_price_of_crude_oil_us_basis__u_s_dollar,0.0
1195,global_economy__real_net_capital_stock_total_lcu__euro,0.0
1223,global_economy__real_private_consumption_euro__euro,0.0
964,global_economy__nominal_gross_domestic_saving_ppp__u_s_dollar,0.0
1235,global_economy__real_statistical_discrepancy_us__u_s_dollar,0.0
1234,global_economy__real_statistical_discrepancy_lcu__u_s_dollar,0.0
1233,global_economy__real_statistical_discrepancy_lcu__euro,0.0
1232,global_economy__real_statistical_discrepancy_lcu__chinese_renminbi,0.0
1231,global_economy__real_statistical_discrepancy_euro__euro,0.0
1230,global_economy__real_private_consumption_us__u_s_dollar,0.0
1183,global_economy__real_gross_domestic_saving_us__u_s_dollar,0.0
1229,global_economy__real_private_consumption_ppp__u_s_dollar,0.0
1228,global_economy__real_private_consumption_lcu__u_s_dollar,0.0
961,global_economy__nominal_gross_domestic_saving_lcu__chinese_renminbi,0.0
1185,global_economy__real_indirect_taxes_minus_subsidies_lcu__chinese_renminbi,0.0
1186,global_economy__real_indirect_taxes_minus_subsidies_lcu__euro,0.0
1187,global_economy__real_indirect_taxes_minus_subsidies_lcu__u_s_dollar,0.0
1227,global_economy__real_private_consumption_lcu__index,0.0
1188,global_economy__real_indirect_taxes_minus_subsidies_us__u_s_dollar,0.0
1226,global_economy__real_private_consumption_lcu__euro,0.0
1225,global_economy__real_private_consumption_lcu__chinese_renminbi,0.0
1190,global_economy__real_inventory_investment_lcu__chinese_renminbi,0.0
