,name,NaN Count
49,customer_vehicle_relationships__vehiclegroup08__terminated_cars,1
50,customer_vehicle_relationships__vehiclegroup08__active_cars,1
51,customer_vehicle_relationships__vehiclegroup13__terminated_cars,1
52,customer_vehicle_relationships__vehiclegroup13__active_cars,1
53,customer_vehicle_relationships__vehiclegroup14__terminated_cars,1
54,customer_vehicle_relationships__vehiclegroup14__active_cars,1
55,customer_vehicle_relationships__vehiclegroup15__terminated_cars,1
56,customer_vehicle_relationships__vehiclegroup15__active_cars,1
57,customer_vehicle_relationships__vehiclegroup16__terminated_cars,3
58,customer_vehicle_relationships__vehiclegroup16__active_cars,3
59,customer_vehicle_relationships__vehiclegroup17__terminated_cars,43
60,customer_vehicle_relationships__vehiclegroup17__active_cars,43
61,customer_vehicle_relationships__vehiclegroup18__terminated_cars,26
62,customer_vehicle_relationships__vehiclegroup18__active_cars,26
63,customer_vehicle_relationships__vehiclegroup26__terminated_cars,1
64,customer_vehicle_relationships__vehiclegroup26__active_cars,1
65,customer_vehicle_relationships__vehiclegroup28__terminated_cars,1
66,customer_vehicle_relationships__vehiclegroup28__active_cars,1
67,customer_vehicle_relationships__vehiclegroup34__terminated_cars,1
68,customer_vehicle_relationships__vehiclegroup34__active_cars,1
69,customer_vehicle_relationships__vehiclegroup36__terminated_cars,1
70,customer_vehicle_relationships__vehiclegroup36__active_cars,1
71,customer_vehicle_relationships__vehiclegroup37__terminated_cars,1
72,customer_vehicle_relationships__vehiclegroup37__active_cars,1
73,customer_vehicle_relationships__vehiclegroup38__terminated_cars,3
74,customer_vehicle_relationships__vehiclegroup38__active_cars,3
75,customer_vehicle_relationships__vehiclegroup39__terminated_cars,43
76,customer_vehicle_relationships__vehiclegroup39__active_cars,43
77,customer_vehicle_relationships__vehiclegroup43__terminated_cars,29
78,customer_vehicle_relationships__vehiclegroup43__active_cars,29
79,customer_vehicle_relationships__vehiclegroup46__terminated_cars,28
80,customer_vehicle_relationships__vehiclegroup46__active_cars,28
81,leasing_contracts__vehiclegroup01__end,0
82,leasing_contracts__vehiclegroup01__start,0
83,leasing_contracts__vehiclegroup02__end,0
84,leasing_contracts__vehiclegroup02__start,0
85,leasing_contracts__vehiclegroup03__end,35
86,leasing_contracts__vehiclegroup03__start,35
87,leasing_contracts__vehiclegroup07__end,0
88,leasing_contracts__vehiclegroup07__start,0
89,leasing_contracts__vehiclegroup08__end,0
90,leasing_contracts__vehiclegroup08__start,0
91,leasing_contracts__vehiclegroup13__end,0
92,leasing_contracts__vehiclegroup13__start,0
93,leasing_contracts__vehiclegroup14__end,1
94,leasing_contracts__vehiclegroup14__start,1
95,leasing_contracts__vehiclegroup15__end,0
96,leasing_contracts__vehiclegroup15__start,0
97,leasing_contracts__vehiclegroup16__end,5
98,leasing_contracts__vehiclegroup16__start,5
99,leasing_contracts__vehiclegroup17__end,46
100,leasing_contracts__vehiclegroup17__start,46
101,leasing_contracts__vehiclegroup18__end,35
102,leasing_contracts__vehiclegroup18__start,35
103,leasing_contracts__vehiclegroup26__end,0
104,leasing_contracts__vehiclegroup26__start,0
105,leasing_contracts__vehiclegroup28__end,0
106,leasing_contracts__vehiclegroup28__start,0
107,leasing_contracts__vehiclegroup34__end,0
108,leasing_contracts__vehiclegroup34__start,0
109,leasing_contracts__vehiclegroup36__end,1
110,leasing_contracts__vehiclegroup36__start,1
111,leasing_contracts__vehiclegroup37__end,0
112,leasing_contracts__vehiclegroup37__start,0
113,leasing_contracts__vehiclegroup38__end,5
114,leasing_contracts__vehiclegroup38__start,5
115,leasing_contracts__vehiclegroup39__end,46
116,leasing_contracts__vehiclegroup39__start,46
117,leasing_contracts__vehiclegroup43__end,35
118,leasing_contracts__vehiclegroup43__start,35
119,leasing_contracts__vehiclegroup46__end,36
120,leasing_contracts__vehiclegroup46__start,36
121,premises__vehiclegroup01__flag_order_start,44
122,premises__vehiclegroup01__in_sales,44
123,premises__vehiclegroup01__flag_production_start,44
124,premises__vehiclegroup01__in_production,44
125,premises__vehiclegroup02__flag_order_start,44
126,premises__vehiclegroup02__in_sales,44
127,premises__vehiclegroup02__flag_production_start,44
128,premises__vehiclegroup02__in_production,44
129,premises__vehiclegroup03__flag_order_start,44
130,premises__vehiclegroup03__in_sales,44
131,premises__vehiclegroup03__flag_production_start,44
132,premises__vehiclegroup03__in_production,44
133,premises__vehiclegroup04__flag_order_start,44
134,premises__vehiclegroup04__in_sales,44
135,premises__vehiclegroup04__flag_production_start,44
136,premises__vehiclegroup04__in_production,44
137,premises__vehiclegroup05__flag_order_start,44
138,premises__vehiclegroup05__in_sales,44
139,premises__vehiclegroup05__flag_production_start,44
140,premises__vehiclegroup05__in_production,44
141,premises__vehiclegroup06__flag_order_start,44
142,premises__vehiclegroup06__in_sales,44
143,premises__vehiclegroup06__flag_production_start,44
144,premises__vehiclegroup06__in_production,44
145,premises__vehiclegroup07__flag_order_start,44
146,premises__vehiclegroup07__in_sales,44
147,premises__vehiclegroup07__flag_production_start,44
148,premises__vehiclegroup07__in_production,44
149,premises__vehiclegroup08__flag_order_start,44
150,premises__vehiclegroup08__in_sales,44
151,premises__vehiclegroup08__flag_production_start,44
152,premises__vehiclegroup08__in_production,44
153,premises__vehiclegroup09__flag_order_start,44
154,premises__vehiclegroup09__in_sales,44
155,premises__vehiclegroup09__flag_production_start,44
156,premises__vehiclegroup09__in_production,44
157,premises__vehiclegroup10__flag_order_start,44
158,premises__vehiclegroup10__in_sales,44
159,premises__vehiclegroup10__flag_production_start,44
160,premises__vehiclegroup10__in_production,44
161,premises__vehiclegroup11__flag_order_start,44
162,premises__vehiclegroup11__in_sales,44
163,premises__vehiclegroup11__flag_production_start,44
164,premises__vehiclegroup11__in_production,44
165,premises__vehiclegroup12__flag_order_start,44
166,premises__vehiclegroup12__in_sales,44
167,premises__vehiclegroup12__flag_production_start,44
168,premises__vehiclegroup12__in_production,44
169,premises__vehiclegroup13__flag_order_start,44
170,premises__vehiclegroup13__in_sales,44
171,premises__vehiclegroup13__flag_production_start,44
172,premises__vehiclegroup13__in_production,44
173,premises__vehiclegroup14__flag_order_start,44
174,premises__vehiclegroup14__in_sales,44
175,premises__vehiclegroup14__flag_production_start,44
176,premises__vehiclegroup14__in_production,44
177,premises__vehiclegroup15__flag_order_start,44
178,premises__vehiclegroup15__in_sales,44
179,premises__vehiclegroup15__flag_production_start,44
180,premises__vehiclegroup15__in_production,44
181,premises__vehiclegroup16__flag_order_start,44
182,premises__vehiclegroup16__in_sales,44
183,premises__vehiclegroup16__flag_production_start,44
184,premises__vehiclegroup16__in_production,44
185,premises__vehiclegroup17__flag_order_start,44
186,premises__vehiclegroup17__in_sales,44
187,premises__vehiclegroup17__flag_production_start,44
188,premises__vehiclegroup17__in_production,44
189,premises__vehiclegroup18__flag_order_start,44
190,premises__vehiclegroup18__in_sales,44
191,premises__vehiclegroup18__flag_production_start,44
192,premises__vehiclegroup18__in_production,44
193,premises__vehiclegroup19__flag_order_start,44
194,premises__vehiclegroup19__in_sales,44
195,premises__vehiclegroup19__flag_production_start,44
196,premises__vehiclegroup19__in_production,44
197,premises__vehiclegroup20__flag_order_start,44
198,premises__vehiclegroup20__in_sales,44
199,premises__vehiclegroup20__flag_production_start,44
200,premises__vehiclegroup20__in_production,44
201,premises__vehiclegroup21__flag_order_start,44
202,premises__vehiclegroup21__in_sales,44
203,premises__vehiclegroup21__flag_production_start,44
204,premises__vehiclegroup21__in_production,44
205,premises__vehiclegroup22__flag_order_start,44
206,premises__vehiclegroup22__in_sales,44
207,premises__vehiclegroup22__flag_production_start,44
208,premises__vehiclegroup22__in_production,44
209,premises__vehiclegroup23__flag_order_start,44
210,premises__vehiclegroup23__in_sales,44
211,premises__vehiclegroup23__flag_production_start,44
212,premises__vehiclegroup23__in_production,44
213,premises__vehiclegroup24__flag_order_start,44
214,premises__vehiclegroup24__in_sales,44
215,premises__vehiclegroup24__flag_production_start,44
216,premises__vehiclegroup24__in_production,44
217,premises__vehiclegroup25__flag_order_start,44
218,premises__vehiclegroup25__in_sales,44
219,premises__vehiclegroup25__flag_production_start,44
220,premises__vehiclegroup25__in_production,44
221,premises__vehiclegroup26__flag_order_start,44
222,premises__vehiclegroup26__in_sales,44
223,premises__vehiclegroup26__flag_production_start,44
224,premises__vehiclegroup26__in_production,44
225,premises__vehiclegroup27__flag_order_start,44
226,premises__vehiclegroup27__in_sales,44
227,premises__vehiclegroup27__flag_production_start,44
228,premises__vehiclegroup27__in_production,44
229,premises__vehiclegroup28__flag_order_start,44
230,premises__vehiclegroup28__in_sales,44
231,premises__vehiclegroup28__flag_production_start,44
232,premises__vehiclegroup28__in_production,44
233,premises__vehiclegroup29__flag_order_start,44
234,premises__vehiclegroup29__in_sales,44
235,premises__vehiclegroup29__flag_production_start,44
236,premises__vehiclegroup29__in_production,44
237,premises__vehiclegroup30__flag_order_start,44
238,premises__vehiclegroup30__in_sales,44
239,premises__vehiclegroup30__flag_production_start,44
240,premises__vehiclegroup30__in_production,44
241,premises__vehiclegroup31__flag_order_start,44
242,premises__vehiclegroup31__in_sales,44
243,premises__vehiclegroup31__flag_production_start,44
244,premises__vehiclegroup31__in_production,44
245,premises__vehiclegroup32__flag_order_start,44
246,premises__vehiclegroup32__in_sales,44
247,premises__vehiclegroup32__flag_production_start,44
248,premises__vehiclegroup32__in_production,44
249,premises__vehiclegroup33__flag_order_start,44
250,premises__vehiclegroup33__in_sales,44
251,premises__vehiclegroup33__flag_production_start,44
252,premises__vehiclegroup33__in_production,44
253,premises__vehiclegroup34__flag_order_start,44
254,premises__vehiclegroup34__in_sales,44
255,premises__vehiclegroup34__flag_production_start,44
256,premises__vehiclegroup34__in_production,44
257,premises__vehiclegroup35__flag_order_start,44
258,premises__vehiclegroup35__in_sales,44
259,premises__vehiclegroup35__flag_production_start,44
260,premises__vehiclegroup35__in_production,44
261,premises__vehiclegroup36__flag_order_start,44
262,premises__vehiclegroup36__in_sales,44
263,premises__vehiclegroup36__flag_production_start,44
264,premises__vehiclegroup36__in_production,44
265,premises__vehiclegroup37__flag_order_start,44
266,premises__vehiclegroup37__in_sales,44
267,premises__vehiclegroup37__flag_production_start,44
268,premises__vehiclegroup37__in_production,44
269,premises__vehiclegroup38__flag_order_start,44
270,premises__vehiclegroup38__in_sales,44
271,premises__vehiclegroup38__flag_production_start,44
272,premises__vehiclegroup38__in_production,44
273,premises__vehiclegroup39__flag_order_start,44
274,premises__vehiclegroup39__in_sales,44
275,premises__vehiclegroup39__flag_production_start,44
276,premises__vehiclegroup39__in_production,44
277,premises__vehiclegroup40__flag_order_start,44
278,premises__vehiclegroup40__in_sales,44
279,premises__vehiclegroup40__flag_production_start,44
280,premises__vehiclegroup40__in_production,44
281,premises__vehiclegroup41__flag_order_start,44
282,premises__vehiclegroup41__in_sales,44
283,premises__vehiclegroup41__flag_production_start,44
284,premises__vehiclegroup41__in_production,44
285,premises__vehiclegroup42__flag_order_start,44
286,premises__vehiclegroup42__in_sales,44
287,premises__vehiclegroup42__flag_production_start,44
288,premises__vehiclegroup42__in_production,44
289,premises__vehiclegroup43__flag_order_start,44
290,premises__vehiclegroup43__in_sales,44
291,premises__vehiclegroup43__flag_production_start,44
292,premises__vehiclegroup43__in_production,44
293,premises__vehiclegroup44__flag_order_start,44
294,premises__vehiclegroup44__in_sales,44
295,premises__vehiclegroup44__flag_production_start,44
296,premises__vehiclegroup44__in_production,44
297,premises__vehiclegroup45__flag_order_start,44
298,premises__vehiclegroup45__in_sales,44
299,premises__vehiclegroup45__flag_production_start,44
300,premises__vehiclegroup45__in_production,44
301,premises__vehiclegroup46__flag_order_start,44
302,premises__vehiclegroup46__in_sales,44
303,premises__vehiclegroup46__flag_production_start,44
304,premises__vehiclegroup46__in_production,44
305,premises__vehiclegroup47__flag_order_start,44
306,premises__vehiclegroup47__in_sales,44
307,premises__vehiclegroup47__flag_production_start,44
308,premises__vehiclegroup47__in_production,44
309,premises__vehiclegroup48__flag_order_start,44
310,premises__vehiclegroup48__in_sales,44
311,premises__vehiclegroup48__flag_production_start,44
312,premises__vehiclegroup48__in_production,44
313,premises__vehiclegroup50__flag_order_start,44
314,premises__vehiclegroup50__in_sales,44
315,premises__vehiclegroup50__flag_production_start,44
316,premises__vehiclegroup50__in_production,44
317,premises__vehiclegroup51__flag_order_start,44
318,premises__vehiclegroup51__in_sales,44
319,premises__vehiclegroup51__flag_production_start,44
320,premises__vehiclegroup51__in_production,44
321,premises__vehiclegroup53__flag_order_start,44
322,premises__vehiclegroup53__in_sales,44
323,premises__vehiclegroup53__flag_production_start,44
324,premises__vehiclegroup53__in_production,44
325,premises__vehiclegroup54__flag_order_start,44
326,premises__vehiclegroup54__in_sales,44
327,premises__vehiclegroup54__flag_production_start,44
328,premises__vehiclegroup54__in_production,44
329,premises__vehiclegroup56__flag_order_start,44
330,premises__vehiclegroup56__in_sales,44
331,premises__vehiclegroup56__flag_production_start,44
332,premises__vehiclegroup56__in_production,44
333,premises__vehiclegroup57__flag_order_start,44
334,premises__vehiclegroup57__in_sales,44
335,premises__vehiclegroup57__flag_production_start,44
336,premises__vehiclegroup57__in_production,44
337,premises__vehiclegroup58__flag_order_start,44
338,premises__vehiclegroup58__in_sales,44
339,premises__vehiclegroup58__flag_production_start,44
340,premises__vehiclegroup58__in_production,44
341,premises__vehiclegroup59__flag_order_start,44
342,premises__vehiclegroup59__in_sales,44
343,premises__vehiclegroup59__flag_production_start,44
344,premises__vehiclegroup59__in_production,44
345,premises__vehiclegroup60__flag_order_start,44
346,premises__vehiclegroup60__in_sales,44
347,premises__vehiclegroup60__flag_production_start,44
348,premises__vehiclegroup60__in_production,44
349,premises__vehiclegroup61__flag_production_start,44
350,premises__vehiclegroup61__in_production,44
351,premises__vehiclegroup62__flag_order_start,44
352,premises__vehiclegroup62__in_sales,44
353,premises__vehiclegroup62__flag_production_start,44
354,premises__vehiclegroup62__in_production,44
355,premises__vehiclegroup63__flag_order_start,44
356,premises__vehiclegroup63__in_sales,44
357,premises__vehiclegroup63__flag_production_start,44
358,premises__vehiclegroup63__in_production,44
359,premises__vehiclegroup64__flag_order_start,44
360,premises__vehiclegroup64__in_sales,44
361,premises__vehiclegroup64__flag_production_start,44
362,premises__vehiclegroup64__in_production,44
363,global_consumer__alcoholic_beverages,0
364,global_consumer__apparel,0
365,global_consumer__apparel_footwear,0
366,global_consumer__appliances,0
367,global_consumer__automobiles,0
368,global_consumer__average_disposable_income_of_urban_households_nominal,0
369,global_consumer__average_disposable_income_of_urban_households_real,0
370,global_consumer__average_income,0
371,global_consumer__beer,0
372,global_consumer__building_materials_garden_supply,0
373,global_consumer__clothing_and_accessories_stores,0
374,global_consumer__clothing_and_footwear,0
375,global_consumer__communication,0
376,global_consumer__consumer_price_index,0
377,global_consumer__crude_birth_rate,0
378,global_consumer__department_stores,0
379,global_consumer__disposable_income_index_constant_2015_us,0
380,global_consumer__disposable_income_index_current_us,0
381,global_consumer__durables,0
382,global_consumer__education,0
383,global_consumer__education_and_recreation,0
384,global_consumer__education_expenditures,0
385,global_consumer__education_recreation,0
386,global_consumer__electronics_and_appliances_stores,0
387,global_consumer__employee_compensation,0
388,global_consumer__employment,0
389,global_consumer__entertainment_and_information_processing_equipment,0
390,global_consumer__entertainment_and_recreation,0
391,global_consumer__exchange_rate,0
392,global_consumer__female_employment,0
393,global_consumer__female_labor_force,0
394,global_consumer__female_population_0_to_14,0
395,global_consumer__female_population_0_to_4,0
396,global_consumer__female_population_10_to_14,0
397,global_consumer__female_population_15_to_19,0
398,global_consumer__female_population_15_to_64,0
399,global_consumer__female_population_20_to_24,0
400,global_consumer__female_population_25_to_29,0
401,global_consumer__female_population_30_to_34,0
402,global_consumer__female_population_35_to_39,0
403,global_consumer__female_population_40_to_44,0
404,global_consumer__female_population_45_to_49,0
405,global_consumer__female_population_50_to_54,0
406,global_consumer__female_population_55_to_59,0
407,global_consumer__female_population_5_to_9,0
408,global_consumer__female_population_60_to_64,0
409,global_consumer__female_population_65,0
410,global_consumer__female_population_65_to_69,0
411,global_consumer__female_population_70_to_74,0
412,global_consumer__female_population_75,0
413,global_consumer__female_unemployment_rate,0
414,global_consumer__financial_other_services,0
415,global_consumer__food,0
416,global_consumer__food_beverages_and_tobacco,0
417,global_consumer__food_stores,0
418,global_consumer__footwear,0
419,global_consumer__furniture_and_home_furnishingstores,0
420,global_consumer__gasoline_stations,0
421,global_consumer__gdp_adjusted,0
422,global_consumer__general_merchandise,0
423,global_consumer__gross_domestic_product_constant_2015_us,0
424,global_consumer__gross_domestic_product_current_us,0
425,global_consumer__health,0
426,global_consumer__health_and_personal_care_stores,0
427,global_consumer__hospital_services,0
428,global_consumer__hotels,0
429,global_consumer__household_articles_and_services,0
430,global_consumer__household_energy,0
431,global_consumer__household_equipment,0
432,global_consumer__household_operations,0
433,global_consumer__households,0
434,global_consumer__illiteracy_rate,0
435,global_consumer__index_of_life_expectancy_at_birth,0
436,global_consumer__index_of_total_fertility,0
437,global_consumer__labor_participation_rate,0
438,global_consumer__male_employment,0
439,global_consumer__male_labor_force,0
440,global_consumer__male_population_0_to_14,0
441,global_consumer__male_population_0_to_4,0
442,global_consumer__male_population_10_to_14,0
443,global_consumer__male_population_15_to_19,0
444,global_consumer__male_population_15_to_64,0
445,global_consumer__male_population_20_to_24,0
446,global_consumer__male_population_25_to_29,0
447,global_consumer__male_population_30_to_34,0
448,global_consumer__male_population_35_to_39,0
449,global_consumer__male_population_40_to_44,0
450,global_consumer__male_population_45_to_49,0
451,global_consumer__male_population_50_to_54,0
452,global_consumer__male_population_55_to_59,0
453,global_consumer__male_population_5_to_9,0
454,global_consumer__male_population_60_to_64,0
455,global_consumer__male_population_65,0
456,global_consumer__male_population_65_to_69,0
457,global_consumer__male_population_70_to_74,0
458,global_consumer__male_population_75,0
459,global_consumer__male_unemployment_rate,0
460,global_consumer__medical_appliances,0
461,global_consumer__millions_of_households_w_inc_0_5k_constant_2015_us,0
462,global_consumer__millions_of_households_w_inc_0_5k_constant_2015_us_ppp,0
463,global_consumer__millions_of_households_w_inc_0_5k_current_us,0
464,global_consumer__millions_of_households_w_inc_0_5k_current_us_ppp,0
465,global_consumer__millions_of_households_w_inc_100_150k_constant_2015_us,0
466,global_consumer__millions_of_households_w_inc_100_150k_constant_2015_us_ppp,0
467,global_consumer__millions_of_households_w_inc_100_150k_current_us,0
468,global_consumer__millions_of_households_w_inc_100_150k_current_us_ppp,0
469,global_consumer__millions_of_households_w_inc_10_15k_constant_2015_us,0
470,global_consumer__millions_of_households_w_inc_10_15k_constant_2015_us_ppp,0
471,global_consumer__millions_of_households_w_inc_10_15k_current_us,0
472,global_consumer__millions_of_households_w_inc_10_15k_current_us_ppp,0
473,global_consumer__millions_of_households_w_inc_150k_constant_2015_us,0
474,global_consumer__millions_of_households_w_inc_150k_constant_2015_us_ppp,0
475,global_consumer__millions_of_households_w_inc_150k_current_us,0
476,global_consumer__millions_of_households_w_inc_150k_current_us_ppp,0
477,global_consumer__millions_of_households_w_inc_15_20k_constant_2015_us,0
478,global_consumer__millions_of_households_w_inc_15_20k_constant_2015_us_ppp,0
479,global_consumer__millions_of_households_w_inc_15_20k_current_us,0
480,global_consumer__millions_of_households_w_inc_15_20k_current_us_ppp,0
481,global_consumer__millions_of_households_w_inc_20_30k_constant_2015_us,0
482,global_consumer__millions_of_households_w_inc_20_30k_constant_2015_us_ppp,0
483,global_consumer__millions_of_households_w_inc_20_30k_current_us,0
484,global_consumer__millions_of_households_w_inc_20_30k_current_us_ppp,0
485,global_consumer__millions_of_households_w_inc_30_40k_constant_2015_us,0
486,global_consumer__millions_of_households_w_inc_30_40k_constant_2015_us_ppp,0
487,global_consumer__millions_of_households_w_inc_30_40k_current_us,0
488,global_consumer__millions_of_households_w_inc_30_40k_current_us_ppp,0
489,global_consumer__millions_of_households_w_inc_40_50k_constant_2015_us,0
490,global_consumer__millions_of_households_w_inc_40_50k_constant_2015_us_ppp,0
491,global_consumer__millions_of_households_w_inc_40_50k_current_us,0
492,global_consumer__millions_of_households_w_inc_40_50k_current_us_ppp,0
493,global_consumer__millions_of_households_w_inc_50_60k_constant_2015_us,0
494,global_consumer__millions_of_households_w_inc_50_60k_constant_2015_us_ppp,0
495,global_consumer__millions_of_households_w_inc_50_60k_current_us,0
496,global_consumer__millions_of_households_w_inc_50_60k_current_us_ppp,0
497,global_consumer__millions_of_households_w_inc_5_10k_constant_2015_us,0
498,global_consumer__millions_of_households_w_inc_5_10k_constant_2015_us_ppp,0
499,global_consumer__millions_of_households_w_inc_5_10k_current_us,0
500,global_consumer__millions_of_households_w_inc_5_10k_current_us_ppp,0
501,global_consumer__millions_of_households_w_inc_60_70k_constant_2015_us,0
502,global_consumer__millions_of_households_w_inc_60_70k_constant_2015_us_ppp,0
503,global_consumer__millions_of_households_w_inc_60_70k_current_us,0
504,global_consumer__millions_of_households_w_inc_60_70k_current_us_ppp,0
505,global_consumer__millions_of_households_w_inc_70_80k_constant_2015_us,0
506,global_consumer__millions_of_households_w_inc_70_80k_constant_2015_us_ppp,0
507,global_consumer__millions_of_households_w_inc_70_80k_current_us,0
508,global_consumer__millions_of_households_w_inc_70_80k_current_us_ppp,0
509,global_consumer__millions_of_households_w_inc_80_90k_constant_2015_us,0
510,global_consumer__millions_of_households_w_inc_80_90k_constant_2015_us_ppp,0
511,global_consumer__millions_of_households_w_inc_80_90k_current_us,0
512,global_consumer__millions_of_households_w_inc_80_90k_current_us_ppp,0
513,global_consumer__millions_of_households_w_inc_90_100k_constant_2015_us,0
514,global_consumer__millions_of_households_w_inc_90_100k_constant_2015_us_ppp,0
515,global_consumer__millions_of_households_w_inc_90_100k_current_us,0
516,global_consumer__millions_of_households_w_inc_90_100k_current_us_ppp,0
517,global_consumer__miscellaneous_goods_and_services,0
518,global_consumer__miscellaneous_store_retailers,0
519,global_consumer__motor_vehicle_and_parts_dealers,0
520,global_consumer__motor_vehicle_dealers,0
521,global_consumer__motorcycles_and_other_vehicles,0
522,global_consumer__newspapers_books_and_stationery,0
523,global_consumer__nhh_with_disposable_income_0_to_10_k_yuan,0
524,global_consumer__nhh_with_disposable_income_1000_to_2000_k_yuan,0
525,global_consumer__nhh_with_disposable_income_100_to_150_k_yuan,0
526,global_consumer__nhh_with_disposable_income_10_to_20_k_yuan,0
527,global_consumer__nhh_with_disposable_income_150_to_200_k_yuan,0
528,global_consumer__nhh_with_disposable_income_2000_to_3000_k_yuan,0
529,global_consumer__nhh_with_disposable_income_200_to_300_k_yuan,0
530,global_consumer__nhh_with_disposable_income_20_to_40_k_yuan,0
531,global_consumer__nhh_with_disposable_income_300_to_400_k_yuan,0
532,global_consumer__nhh_with_disposable_income_400_to_500_k_yuan,0
533,global_consumer__nhh_with_disposable_income_40_to_60_k_yuan,0
534,global_consumer__nhh_with_disposable_income_500_to_1000_k_yuan,0
535,global_consumer__nhh_with_disposable_income_60_to_80_k_yuan,0
536,global_consumer__nhh_with_disposable_income_80_to_100_k_yuan,0
537,global_consumer__nhh_with_disposable_income_over_3000_k_yuan,0
538,global_consumer__nominal_private_consumption_adjusted,0
539,global_consumer__nominal_retail_sales_of_consumer_goods_catering_trade_of_enterprises_or_units_above_designated_size,0
540,global_consumer__nominal_retail_sales_of_consumer_goods_enterprises_or_units_above_designated_size_total,0
541,global_consumer__nominal_retail_sales_of_consumer_goods_online_retail_sales_of_physical_goods,0
542,global_consumer__nominal_retail_sales_of_consumer_goods_retail_sales_of_enterprises_or_units_above_designated_size,0
543,global_consumer__nominal_retail_sales_of_consumer_goods_total,0
544,global_consumer__nominal_retail_sales_of_consumer_goods_total_online_retail_sales,0
545,global_consumer__non_durables,0
546,global_consumer__nonalcoholic_beverages,0
547,global_consumer__nonstore_retailers,0
548,global_consumer__other_household_equipment,0
549,global_consumer__other_household_services,0
550,global_consumer__other_major_durable_entertainment_equipment,0
551,global_consumer__outpatient_services,0
552,global_consumer__packaged_holiday,0
553,global_consumer__personal_care,0
554,global_consumer__population_rural_adjusted,0
555,global_consumer__population_total_adjusted,0
556,global_consumer__population_urban_adjusted,0
557,global_consumer__ppp_conversion_factor,0
558,global_consumer__primary_enrollment_rate,0
559,global_consumer__prime_rate,0
560,global_consumer__private_health_expenditures,0
561,global_consumer__profits,0
562,global_consumer__public_health_expenditures,0
563,global_consumer__real_gdp_adjusted_2010_yuan,0
564,global_consumer__real_ppp_conversion_factor,0
565,global_consumer__real_private_consumption_adjusted,0
566,global_consumer__recreational_and_cultural_services,0
567,global_consumer__recreational_items_and_equipment,0
568,global_consumer__residence,0
569,global_consumer__restaurants,0
570,global_consumer__restaurants_hotels,0
571,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_automobile,0
572,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_books_newspaper_and_magazines,0
573,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_building_and_decoration_materials,0
574,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_commodities,0
575,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_communication_appliances,0
