,Feature,Mean_SHAP
128,global_economy__nominal_fixed_investment_private_residential_us__u_s_dollar,0.1731216460466385
129,registrations__fueltype_benzin_meanbymonth,0.17020751535892487
130,global_economy__terms_of_trade_goods__points,0.1664857417345047
131,global_economy__nominal_effective_trade_weighted_exchange_rate_nominal_value_of_lcu__index,0.16427940130233765
132,global_economy__nominal_gross_domestic_saving_us__u_s_dollar,0.15906858444213867
133,global_economy__bop_portfolio_investment_asset_debit_capital_outflow_euro__euro,0.15359842777252197
134,registrations__buildtype_pickup_meanbymonth,0.142830953001976
135,global_economy__tax_rate_corporate_income_taxes__percentage,0.1377803534269333
136,global_economy__real_gdp_at_factor_cost_agriculture_growth_rate_year_on_year__percent_change_year_ago,0.13214856386184692
137,global_economy__bop_goods_exports_percent_of_world_exports__percentage,0.12614531815052032
138,global_economy__number_of_households__number,0.12571628391742706
139,global_economy__bop_basic_balance_us__u_s_dollar,0.12387945502996445
140,global_economy__bop_transfer_payments_debit_euro__euro,0.11168937385082245
141,registrations__vwm_luxus_rolls_royce_meanbymonth,0.10926704853773117
142,global_economy__interest_rate_policy__percentage,0.10858863592147827
143,registrations__buildtype_coupe_meanbymonth,0.10696738958358765
144,global_economy__government_consumption_deflator_year_on_year_percent_change__percent_change_year_ago,0.09558729082345963
145,global_economy__growth_rate_money_supply_m1_period_end_year_on_year_percent_change_lcu__percent_change_year_ago,0.09411902725696564
146,global_economy__nia_exports_deflator_year_on_year_percent_change__percent_change_year_ago,0.09356364607810974
147,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_euro__euro,0.09319892525672913
148,global_economy__bop_direct_investment_liability_or_fdi_credit_capital_inflow_euro__euro,0.08971257507801056
149,global_economy__bop_portfolio_investment_balance_net_capital_inflow_of_gdp__percentage,0.08841055631637573
150,global_economy__deflator_customs_clearance_imports_total_saar_us__index,0.08764364570379257
151,global_economy__bop_direct_investment_asset_debit_capital_outflow_euro__euro,0.0872611477971077
152,global_economy__nominal_indirect_taxes_minus_subsidies_euro__euro,0.08360277861356735
153,global_economy__nominal_statistical_discrepancy_us__u_s_dollar,0.0792912021279335
154,global_economy__deflator_government_consumption_euro__index,0.07753736525774002
155,global_economy__interest_rate_prime__percentage,0.07744204998016357
156,global_economy__bop_non_factor_service_balance_of_gdp__percentage,0.07593048363924026
157,global_economy__nia_exports_of_goods_non_factor_services_year_on_year__percentage,0.07283572852611542
158,global_economy__bop_other_investment_balance_net_capital_inflow_euro__euro,0.06982030719518661
159,global_economy__wholesale_producer_price_index_euro_basis__index,0.06754598021507263
160,global_economy__real_inventory_investment_euro__euro,0.0655420646071434
161,global_economy__real_gross_domestic_demand_growth_rate_year_on_year__percent_change_year_ago,0.06466277688741684
162,global_economy__deflator_fixed_investment_private_residential_us__index,0.063483327627182
163,global_economy__nominal_consumption_per_capita_us__u_s_dollar,0.05675666406750679
164,global_economy__bop_goods_balance_euro__euro,0.05663108453154564
165,global_consumer__personal_care,0.055357787758111954
166,global_economy__real_nia_net_exports_euro__euro,0.050175439566373825
167,registrations__vwm_premium_volvo_meanbymonth,0.049619510769844055
168,global_economy__growth_rate_real_effective_exchange_rate__percentage,0.04929381608963013
169,registrations__buildtype_transport_meanbymonth,0.04900380223989487
170,registrations__buildtype_van_meanbymonth,0.04886307194828987
171,global_economy__nominal_gdp_at_factor_cost_agriculture_ppp__u_s_dollar,0.04795005917549133
172,registrations__fueltype_electro_meanbymonth,0.045029498636722565
173,global_economy__growth_rate_money_supply_m2_period_end_year_on_year_percent_change_lcu__percent_change_year_ago,0.044155463576316833
174,global_economy__nominal_share_of_gdp_fixed_investment__percentage,0.04004818946123123
175,global_economy__fixed_investment_deflator_year_on_year_percent_change__percent_change_year_ago,0.039002228528261185
176,global_economy__international_reserves_us__u_s_dollar,0.03883593901991844
177,global_economy__employee_compensation_euro__euro,0.03583752363920212
178,global_economy__growth_rate_population_age_bracket_65__percentage,0.03432608023285866
179,registrations__buildtype_other_meanbymonth,0.03314993903040886
180,registrations__vwm_premium_mercedes_benz_meanbymonth,0.03278302028775215
181,global_economy__growth_rate_broad_money_supply_period_end_year_on_year_percent_change_lcu__percent_change_year_ago,0.03198309987783432
182,global_economy__price_of_crude_oil_lcu_basis__euro,0.030583763495087624
183,global_consumer__female_population_45_to_49,0.028754862025380135
184,global_economy__nominal_gdp_at_factor_cost_statistical_discrepancy_us__u_s_dollar,0.027918925508856773
185,global_consumer__restaurants,0.027401864528656006
186,global_economy__growth_rate_real_private_consumption_per_capita__percentage,0.02704061195254326
187,registrations__vwm_premium_audi_meanbymonth,0.02347968891263008
188,global_consumer__education_expenditures,0.02288368158042431
189,global_consumer__beer,0.022876182571053505
190,registrations__vwm_premium_lexus_meanbymonth,0.022566189989447594
191,global_consumer__apparel_footwear,0.02116624265909195
192,global_economy__international_reserves_excluding_gold_lcu__euro,0.020416663959622383
193,global_economy__growth_rate_labor_productivity_gdp_to_employed_labor_force__percentage,0.016153410077095032
194,global_economy__deflator_nia_exports_of_goods_non_factor_services_euro__index,0.01612163707613945
195,global_economy__bop_goods_imports_us_growth_rate_year_on_year__percent_change_year_ago,0.015561545267701149
196,global_economy__growth_rate_total_expenditure_in_lcu__percentage,0.015227355062961578
197,global_economy__private_consumption_deflator_year_on_year_percent_change__percent_change_year_ago,0.01513197273015976
198,global_consumer__household_energy,0.014563488774001598
199,global_economy__bop_goods_imports_of_gdp__percentage,0.014002329669892788
200,global_economy__bop_goods_exports_euro__euro,0.013830491341650486
201,global_economy__debt_total_in_us_general_government__u_s_dollar,0.01280509028583765
202,global_consumer__appliances,0.012463685125112534
203,global_economy__index_wages_straight_time_us_basis__index,0.012062568217515945
204,global_economy__gross_domestic_demand_deflator_year_on_year_percent_change__percent_change_year_ago,0.012024576775729656
205,global_economy__real_gdp_at_factor_cost_services_growth_rate_year_on_year__percent_change_year_ago,0.011725030839443207
206,registrations__buildtype_kombi_meanbymonth,0.011061943136155605
207,global_consumer__female_population_0_to_4,0.010839831084012985
208,global_economy__real_indirect_taxes_minus_subsidies_euro__euro,0.009557618759572506
209,global_economy__consumer_price_index_core_dollar_basis__index,0.008781276643276215
210,global_consumer__communication,0.008718210272490978
211,global_economy__real_nia_imports_of_goods_non_factor_services_growth_rate_year_on_year__percent_change_year_ago,0.008507258258759975
212,global_economy__bop_goods_balance_of_gdp__percentage,0.007871788926422596
213,global_economy__deflator_nia_imports_of_goods_non_factor_services_us__index,0.007862064987421036
214,global_consumer__female_labor_force,0.007035369519144297
215,global_economy__subsidies_in_euro_general_government__euro,0.007012991234660149
216,global_economy__real_consumption_total_growth_rate_year_on_year__percent_change_year_ago,0.006781843490898609
217,global_consumer__entertainment_and_information_processing_equipment,0.0067170350812375546
218,global_economy__debt_total_in_euro_general_government__euro,0.006580267567187548
219,global_economy__debt_total_of_gdp_general_government__percentage,0.006525054108351469
220,global_economy__real_government_consumption_euro__euro,0.00650681322440505
221,global_economy__nominal_nia_net_exports_us__u_s_dollar,0.006421915255486965
222,global_economy__real_gdp_at_factor_cost_industry_manufacturing_euro__euro,0.006296269129961729
223,global_economy__international_reserves_excluding_gold_us__u_s_dollar,0.006273333448916674
224,global_consumer__profits,0.0062527768313884735
225,global_economy__total_foreign_debt_as_of_gdp__percentage,0.005446788854897022
226,global_economy__bop_goods_imports_us__u_s_dollar,0.005303348880261183
227,global_economy__exchange_rate_purchasing_power_parity_lcu_per_us_year_on_year_percent_change__percent_change_year_ago,0.005184976849704981
228,global_consumer__disposable_income_index_constant_2015_us,0.0051286546513438225
229,global_consumer__disposable_income_index_current_us,0.0050434027798473835
230,global_consumer__female_population_20_to_24,0.0047498769126832485
231,global_consumer__millions_of_households_w_inc_60_70k_current_us,0.0040882728062570095
232,global_economy__growth_rate_unspecified_expenditure_total_otherwise_current_in_u_s_dollars_general_government__percentage,0.004086167551577091
233,global_economy__unemployment__persons,0.003871770342811942
234,global_economy__bop_goods_exports_us__u_s_dollar,0.0036045475862920284
235,global_economy__nominal_nia_net_exports_euro__euro,0.0035333330743014812
236,global_economy__deflator_gdp_at_factor_cost_agriculture_euro__index,0.0033918670378625393
237,global_economy__nominal_share_of_gdp_gross_domestic_investment__percentage,0.0027722890954464674
238,global_consumer__female_population_0_to_14,0.0027203974314033985
239,global_economy__bop_non_factor_service_exports_euro__euro,0.0027196849696338177
240,global_economy__real_fixed_investment_private_residential_euro__euro,0.0024786998983472586
241,global_economy__deflator_consumption_total_us__index,0.002086035208776593
242,global_consumer__male_population_70_to_74,0.00200896174646914
243,global_economy__deflator_fixed_investment_private_non_residential_us__index,0.0018705364782363176
244,global_economy__output_gap__euro,0.001761421444825828
245,global_economy__deflator_fixed_investment_private_non_residential_euro__index,0.0016599574591964483
246,global_economy__government_consumption_year_on_year__percentage,0.0016550600994378328
247,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_of_gdp__percentage,0.0016379322623834014
248,global_consumer__female_population_15_to_64,0.0014686883660033345
249,global_consumer__millions_of_households_w_inc_0_5k_current_us,0.00133022281806916
250,global_economy__deflator_gdp_at_factor_cost_industry_manufacturing_euro__index,0.0012404399458318949
251,global_economy__deflator_nia_exports_of_goods_non_factor_services_us__index,0.0010005654767155647
252,global_consumer__footwear,0.0008847608114592731
253,global_economy__subsidies_in_us_general_government__u_s_dollar,0.0008364407694898546
254,global_consumer__total_consumption_current_us,0.0006421578582376242
255,global_economy__fixed_investment_year_on_year__percentage,0.0005321108619682491
256,global_consumer__exchange_rate,0.0004259493143763393
257,global_economy__nominal_gdp_at_factor_cost_industry_manufacturing_us__u_s_dollar,0.0004075096803717315
258,global_economy__exchange_rate_purchasing_power_parity_lcu_per_us__euro,0.00024982713512144983
259,global_consumer__total_consumption,0.0001949859579326585
260,global_economy__income_from_social_security_and_other_transfer_payments_to_individuals_euro__euro,0.00015439887647517025
261,global_economy__bop_factor_service_balance_of_gdp__percentage,0.00014840597577858716
262,registrations__fueltype_diesel_meanbymonth,0.00013449651305563748
263,global_economy__real_gdp_at_factor_cost_industry_construction_euro__euro,0.0
264,global_economy__real_gross_domestic_product_2005_yen__japanese_yen,0.0
265,global_economy__real_gdp_at_factor_cost_euro__euro,0.0
266,global_economy__real_gdp_at_factor_cost_agriculture_ppp__u_s_dollar,0.0
267,global_economy__real_gross_domestic_investment_us__u_s_dollar,0.0
268,global_economy__real_gdp_at_factor_cost_agriculture_us__u_s_dollar,0.0
269,global_economy__real_gdp_at_factor_cost_agriculture_lcu__u_s_dollar,0.0
270,global_economy__real_gross_domestic_product_ppp__u_s_dollar,0.0
271,global_economy__real_gross_domestic_saving_euro__euro,0.0
272,global_economy__real_fixed_investment_private_non_residential_lcu__euro,0.0
273,global_economy__real_inventory_investment_ppp__u_s_dollar,0.0
274,global_economy__real_fixed_investment_private_non_residential_lcu__u_s_dollar,0.0
275,global_economy__real_fixed_investment_private_non_residential_ppp__u_s_dollar,0.0
276,global_economy__real_inventory_investment_lcu__u_s_dollar,0.0
277,global_economy__real_fixed_investment_private_non_residential_us__u_s_dollar,0.0
278,global_economy__real_inventory_investment_lcu__euro,0.0
279,global_economy__real_fixed_investment_private_residential_lcu__euro,0.0
280,global_economy__real_fixed_investment_private_residential_lcu__u_s_dollar,0.0
281,global_economy__real_fixed_investment_private_residential_ppp__u_s_dollar,0.0
282,global_economy__real_fixed_investment_private_residential_us__u_s_dollar,0.0
283,global_economy__real_fixed_investment_us__u_s_dollar,0.0
284,global_economy__real_inventory_investment_lcu__chinese_renminbi,0.0
285,global_economy__real_indirect_taxes_minus_subsidies_us__u_s_dollar,0.0
286,global_economy__real_indirect_taxes_minus_subsidies_lcu__u_s_dollar,0.0
287,global_economy__real_gdp_at_factor_cost_agriculture_lcu__chinese_renminbi,0.0
288,global_economy__real_indirect_taxes_minus_subsidies_lcu__euro,0.0
289,global_economy__real_gdp_at_factor_cost_agriculture_lcu__euro,0.0
290,global_economy__real_indirect_taxes_minus_subsidies_lcu__chinese_renminbi,0.0
291,global_economy__real_gross_domestic_saving_us__u_s_dollar,0.0
292,global_economy__real_gross_domestic_saving_lcu__u_s_dollar,0.0
293,global_economy__real_gross_domestic_saving_lcu__euro,0.0
294,global_economy__real_gross_domestic_saving_lcu__chinese_renminbi,0.0
295,global_economy__real_gross_domestic_investment_lcu__u_s_dollar,0.0
296,global_economy__real_gdp_per_capita_lcu__euro,0.0
297,global_economy__real_gdp_at_factor_cost_industry_construction_lcu__chinese_renminbi,0.0
298,global_economy__real_gdp_at_factor_cost_services_euro__euro,0.0
299,global_economy__real_government_consumption_lcu__u_s_dollar,0.0
300,global_economy__real_government_consumption_lcu__index,0.0
301,global_economy__nominal_gdp_at_factor_cost_lcu__chinese_renminbi,0.0
302,global_economy__nominal_gdp_at_factor_cost_industry_us__u_s_dollar,0.0
303,global_economy__real_gdp_at_factor_cost_services_lcu__chinese_renminbi,0.0
304,global_economy__nominal_gdp_at_factor_cost_industry_ppp__u_s_dollar,0.0
305,global_economy__real_government_consumption_lcu__euro,0.0
306,global_economy__real_gdp_at_factor_cost_services_lcu__euro,0.0
307,global_economy__real_gdp_at_factor_cost_services_lcu__u_s_dollar,0.0
308,global_economy__real_gdp_at_factor_cost_services_ppp__u_s_dollar,0.0
309,global_economy__real_gdp_at_factor_cost_services_us__u_s_dollar,0.0
310,global_economy__real_gdp_at_factor_cost_us__u_s_dollar,0.0
311,global_economy__real_government_consumption_lcu__chinese_renminbi,0.0
312,global_economy__nominal_gdp_at_factor_cost_industry_manufacturing_lcu__u_s_dollar,0.0
313,global_economy__real_gdp_gross_domestic_product_euro__euro,0.0
314,global_economy__real_gdp_gross_domestic_product_lcu__chinese_renminbi,0.0
315,global_economy__real_gdp_gross_domestic_product_lcu__euro,0.0
316,global_economy__real_fixed_investment_ppp__u_s_dollar,0.0
317,global_economy__real_government_consumption_growth_rate_year_on_year__percent_change_year_ago,0.0
318,global_economy__nominal_gdp_at_factor_cost_industry_manufacturing_ppp__u_s_dollar,0.0
319,global_economy__real_gdp_gross_domestic_product_lcu__index,0.0
320,global_economy__real_gdp_gross_domestic_product_lcu__u_s_dollar,0.0
321,global_economy__real_gdp_gross_domestic_product_us__u_s_dollar,0.0
322,global_economy__real_gdp_per_capita_us__u_s_dollar,0.0
323,global_economy__real_gdp_per_capita_ppp__u_s_dollar,0.0
324,global_economy__real_gdp_per_capita_2005_yen_per_person__japanese_yen,0.0
325,global_economy__real_gdp_per_capita_lcu__u_s_dollar,0.0
326,global_economy__real_gdp_per_capita_euro__euro,0.0
327,global_economy__real_gdp_per_capita_lcu__chinese_renminbi,0.0
328,global_economy__nominal_gdp_at_factor_cost_lcu__euro,0.0
329,global_economy__real_gdp_at_factor_cost_ppp__u_s_dollar,0.0
330,global_economy__real_gdp_at_factor_cost_industry_construction_lcu__euro,0.0
331,global_economy__real_gdp_at_factor_cost_lcu__u_s_dollar,0.0
332,global_economy__real_gross_domestic_investment_lcu__euro,0.0
333,global_economy__real_gdp_at_factor_cost_industry_construction_ppp__u_s_dollar,0.0
334,global_economy__real_gdp_at_factor_cost_industry_construction_us__u_s_dollar,0.0
335,global_economy__real_gdp_at_factor_cost_industry_euro__euro,0.0
336,global_economy__real_gross_domestic_investment_lcu__chinese_renminbi,0.0
337,global_economy__real_gdp_at_factor_cost_industry_growth_rate_year_on_year__percent_change_year_ago,0.0
338,global_economy__real_gross_domestic_investment_euro__euro,0.0
339,global_economy__real_gdp_at_factor_cost_industry_lcu__chinese_renminbi,0.0
340,global_economy__real_gdp_at_factor_cost_industry_lcu__euro,0.0
341,global_economy__nominal_gdp_at_factor_cost_lcu__u_s_dollar,0.0
342,global_economy__real_gross_domestic_demand_absorption_us__u_s_dollar,0.0
343,global_economy__real_gdp_at_factor_cost_industry_lcu__u_s_dollar,0.0
344,global_economy__real_gross_domestic_demand_absorption_ppp__u_s_dollar,0.0
345,global_economy__real_gross_domestic_demand_absorption_lcu__u_s_dollar,0.0
346,global_economy__real_gross_domestic_demand_absorption_lcu__index,0.0
347,global_economy__real_gdp_at_factor_cost_industry_manufacturing_growth_rate_year_on_year__percent_change_year_ago,0.0
348,global_economy__real_gdp_at_factor_cost_industry_manufacturing_lcu__euro,0.0
349,global_economy__real_gross_domestic_demand_absorption_lcu__euro,0.0
350,global_economy__real_gross_domestic_demand_absorption_lcu__chinese_renminbi,0.0
351,global_economy__real_gross_domestic_demand_absorption_euro__euro,0.0
352,global_economy__real_government_consumption_us__u_s_dollar,0.0
353,global_economy__real_government_consumption_ppp__u_s_dollar,0.0
354,global_economy__real_gdp_at_factor_cost_industry_manufacturing_lcu__u_s_dollar,0.0
355,global_economy__real_gdp_at_factor_cost_industry_manufacturing_ppp__u_s_dollar,0.0
356,global_economy__real_gdp_at_factor_cost_industry_manufacturing_us__u_s_dollar,0.0
357,global_economy__real_gdp_at_factor_cost_industry_ppp__u_s_dollar,0.0
358,global_economy__real_gdp_at_factor_cost_industry_us__u_s_dollar,0.0
359,global_economy__real_gdp_at_factor_cost_lcu__chinese_renminbi,0.0
360,global_economy__real_gdp_at_factor_cost_lcu__euro,0.0
361,global_economy__real_fixed_investment_private_non_residential_euro__euro,0.0
362,global_economy__nominal_gross_domestic_demand_absorption_lcu__index,0.0
363,global_economy__real_fixed_investment_lcu__u_s_dollar,0.0
364,global_economy__nominal_government_consumption_lcu__chinese_renminbi,0.0
365,global_economy__nominal_gdp_per_employee__u_s_dollar,0.0
366,global_economy__nominal_nia_net_exports_lcu__chinese_renminbi,0.0
367,global_economy__nominal_government_consumption_euro__euro,0.0
368,global_economy__nominal_nia_imports_of_goods_non_factor_services_us__u_s_dollar,0.0
369,global_economy__nominal_nia_imports_of_goods_non_factor_services_ppp__u_s_dollar,0.0
370,global_economy__nominal_nia_imports_of_goods_non_factor_services_lcu__u_s_dollar,0.0
371,global_economy__nominal_nia_imports_of_goods_non_factor_services_lcu__index,0.0
372,global_economy__nominal_government_consumption_lcu__euro,0.0
373,global_economy__nominal_nia_net_exports_lcu__u_s_dollar,0.0
