,name,NaN Count
70,global_consumer__gasoline_stations,0
71,global_consumer__gdp_adjusted,0
72,global_consumer__general_merchandise,0
73,global_consumer__gross_domestic_product_constant_2015_us,0
74,global_consumer__gross_domestic_product_current_us,0
75,global_consumer__health,0
76,global_consumer__health_and_personal_care_stores,0
77,global_consumer__hospital_services,0
78,global_consumer__hotels,0
79,global_consumer__household_articles_and_services,0
80,global_consumer__household_energy,0
81,global_consumer__household_equipment,0
82,global_consumer__household_operations,0
83,global_consumer__households,0
84,global_consumer__illiteracy_rate,0
85,global_consumer__index_of_life_expectancy_at_birth,0
86,global_consumer__index_of_total_fertility,0
87,global_consumer__labor_participation_rate,0
88,global_consumer__male_employment,0
89,global_consumer__male_labor_force,0
90,global_consumer__male_population_0_to_14,0
91,global_consumer__male_population_0_to_4,0
92,global_consumer__male_population_10_to_14,0
93,global_consumer__male_population_15_to_19,0
94,global_consumer__male_population_15_to_64,0
95,global_consumer__male_population_20_to_24,0
96,global_consumer__male_population_25_to_29,0
97,global_consumer__male_population_30_to_34,0
98,global_consumer__male_population_35_to_39,0
99,global_consumer__male_population_40_to_44,0
100,global_consumer__male_population_45_to_49,0
101,global_consumer__male_population_50_to_54,0
102,global_consumer__male_population_55_to_59,0
103,global_consumer__male_population_5_to_9,0
104,global_consumer__male_population_60_to_64,0
105,global_consumer__male_population_65,0
106,global_consumer__male_population_65_to_69,0
107,global_consumer__male_population_70_to_74,0
108,global_consumer__male_population_75,0
109,global_consumer__male_unemployment_rate,0
110,global_consumer__medical_appliances,0
111,global_consumer__millions_of_households_w_inc_0_5k_constant_2015_us,0
112,global_consumer__millions_of_households_w_inc_0_5k_constant_2015_us_ppp,0
113,global_consumer__millions_of_households_w_inc_0_5k_current_us,0
114,global_consumer__millions_of_households_w_inc_0_5k_current_us_ppp,0
115,global_consumer__millions_of_households_w_inc_100_150k_constant_2015_us,0
116,global_consumer__millions_of_households_w_inc_100_150k_constant_2015_us_ppp,0
117,global_consumer__millions_of_households_w_inc_100_150k_current_us,0
118,global_consumer__millions_of_households_w_inc_100_150k_current_us_ppp,0
119,global_consumer__millions_of_households_w_inc_10_15k_constant_2015_us,0
120,global_consumer__millions_of_households_w_inc_10_15k_constant_2015_us_ppp,0
121,global_consumer__millions_of_households_w_inc_10_15k_current_us,0
122,global_consumer__millions_of_households_w_inc_10_15k_current_us_ppp,0
123,global_consumer__millions_of_households_w_inc_150k_constant_2015_us,0
124,global_consumer__millions_of_households_w_inc_150k_constant_2015_us_ppp,0
125,global_consumer__millions_of_households_w_inc_150k_current_us,0
126,global_consumer__millions_of_households_w_inc_150k_current_us_ppp,0
127,global_consumer__millions_of_households_w_inc_15_20k_constant_2015_us,0
128,global_consumer__millions_of_households_w_inc_15_20k_constant_2015_us_ppp,0
129,global_consumer__millions_of_households_w_inc_15_20k_current_us,0
130,global_consumer__millions_of_households_w_inc_15_20k_current_us_ppp,0
131,global_consumer__millions_of_households_w_inc_20_30k_constant_2015_us,0
132,global_consumer__millions_of_households_w_inc_20_30k_constant_2015_us_ppp,0
133,global_consumer__millions_of_households_w_inc_20_30k_current_us,0
134,global_consumer__millions_of_households_w_inc_20_30k_current_us_ppp,0
135,global_consumer__millions_of_households_w_inc_30_40k_constant_2015_us,0
136,global_consumer__millions_of_households_w_inc_30_40k_constant_2015_us_ppp,0
137,global_consumer__millions_of_households_w_inc_30_40k_current_us,0
138,global_consumer__millions_of_households_w_inc_30_40k_current_us_ppp,0
139,global_consumer__millions_of_households_w_inc_40_50k_constant_2015_us,0
140,global_consumer__millions_of_households_w_inc_40_50k_constant_2015_us_ppp,0
141,global_consumer__millions_of_households_w_inc_40_50k_current_us,0
142,global_consumer__millions_of_households_w_inc_40_50k_current_us_ppp,0
143,global_consumer__millions_of_households_w_inc_50_60k_constant_2015_us,0
144,global_consumer__millions_of_households_w_inc_50_60k_constant_2015_us_ppp,0
145,global_consumer__millions_of_households_w_inc_50_60k_current_us,0
146,global_consumer__millions_of_households_w_inc_50_60k_current_us_ppp,0
147,global_consumer__millions_of_households_w_inc_5_10k_constant_2015_us,0
148,global_consumer__millions_of_households_w_inc_5_10k_constant_2015_us_ppp,0
149,global_consumer__millions_of_households_w_inc_5_10k_current_us,0
150,global_consumer__millions_of_households_w_inc_5_10k_current_us_ppp,0
151,global_consumer__millions_of_households_w_inc_60_70k_constant_2015_us,0
152,global_consumer__millions_of_households_w_inc_60_70k_constant_2015_us_ppp,0
153,global_consumer__millions_of_households_w_inc_60_70k_current_us,0
154,global_consumer__millions_of_households_w_inc_60_70k_current_us_ppp,0
155,global_consumer__millions_of_households_w_inc_70_80k_constant_2015_us,0
156,global_consumer__millions_of_households_w_inc_70_80k_constant_2015_us_ppp,0
157,global_consumer__millions_of_households_w_inc_70_80k_current_us,0
158,global_consumer__millions_of_households_w_inc_70_80k_current_us_ppp,0
159,global_consumer__millions_of_households_w_inc_80_90k_constant_2015_us,0
160,global_consumer__millions_of_households_w_inc_80_90k_constant_2015_us_ppp,0
161,global_consumer__millions_of_households_w_inc_80_90k_current_us,0
162,global_consumer__millions_of_households_w_inc_80_90k_current_us_ppp,0
163,global_consumer__millions_of_households_w_inc_90_100k_constant_2015_us,0
164,global_consumer__millions_of_households_w_inc_90_100k_constant_2015_us_ppp,0
165,global_consumer__millions_of_households_w_inc_90_100k_current_us,0
166,global_consumer__millions_of_households_w_inc_90_100k_current_us_ppp,0
167,global_consumer__miscellaneous_goods_and_services,0
168,global_consumer__miscellaneous_store_retailers,0
169,global_consumer__motor_vehicle_and_parts_dealers,0
170,global_consumer__motor_vehicle_dealers,0
171,global_consumer__motorcycles_and_other_vehicles,0
172,global_consumer__newspapers_books_and_stationery,0
173,global_consumer__nhh_with_disposable_income_0_to_10_k_yuan,0
174,global_consumer__nhh_with_disposable_income_1000_to_2000_k_yuan,0
175,global_consumer__nhh_with_disposable_income_100_to_150_k_yuan,0
176,global_consumer__nhh_with_disposable_income_10_to_20_k_yuan,0
177,global_consumer__nhh_with_disposable_income_150_to_200_k_yuan,0
178,global_consumer__nhh_with_disposable_income_2000_to_3000_k_yuan,0
179,global_consumer__nhh_with_disposable_income_200_to_300_k_yuan,0
180,global_consumer__nhh_with_disposable_income_20_to_40_k_yuan,0
181,global_consumer__nhh_with_disposable_income_300_to_400_k_yuan,0
182,global_consumer__nhh_with_disposable_income_400_to_500_k_yuan,0
183,global_consumer__nhh_with_disposable_income_40_to_60_k_yuan,0
184,global_consumer__nhh_with_disposable_income_500_to_1000_k_yuan,0
185,global_consumer__nhh_with_disposable_income_60_to_80_k_yuan,0
186,global_consumer__nhh_with_disposable_income_80_to_100_k_yuan,0
187,global_consumer__nhh_with_disposable_income_over_3000_k_yuan,0
188,global_consumer__nominal_private_consumption_adjusted,0
189,global_consumer__nominal_retail_sales_of_consumer_goods_catering_trade_of_enterprises_or_units_above_designated_size,0
190,global_consumer__nominal_retail_sales_of_consumer_goods_enterprises_or_units_above_designated_size_total,0
191,global_consumer__nominal_retail_sales_of_consumer_goods_online_retail_sales_of_physical_goods,0
192,global_consumer__nominal_retail_sales_of_consumer_goods_retail_sales_of_enterprises_or_units_above_designated_size,0
193,global_consumer__nominal_retail_sales_of_consumer_goods_total,0
194,global_consumer__nominal_retail_sales_of_consumer_goods_total_online_retail_sales,0
195,global_consumer__non_durables,0
196,global_consumer__nonalcoholic_beverages,0
197,global_consumer__nonstore_retailers,0
198,global_consumer__other_household_equipment,0
199,global_consumer__other_household_services,0
200,global_consumer__other_major_durable_entertainment_equipment,0
201,global_consumer__outpatient_services,0
202,global_consumer__packaged_holiday,0
203,global_consumer__personal_care,0
204,global_consumer__population_rural_adjusted,0
205,global_consumer__population_total_adjusted,0
206,global_consumer__population_urban_adjusted,0
207,global_consumer__ppp_conversion_factor,0
208,global_consumer__primary_enrollment_rate,0
209,global_consumer__prime_rate,0
210,global_consumer__private_health_expenditures,0
211,global_consumer__profits,0
212,global_consumer__public_health_expenditures,0
213,global_consumer__real_gdp_adjusted_2010_yuan,0
214,global_consumer__real_ppp_conversion_factor,0
215,global_consumer__real_private_consumption_adjusted,0
216,global_consumer__recreational_and_cultural_services,0
217,global_consumer__recreational_items_and_equipment,0
218,global_consumer__residence,0
219,global_consumer__restaurants,0
220,global_consumer__restaurants_hotels,0
221,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_automobile,0
222,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_books_newspaper_and_magazines,0
223,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_building_and_decoration_materials,0
224,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_commodities,0
225,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_communication_appliances,0
226,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_cosmetics,0
227,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_cultural_and_office_appliances,0
228,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_furniture,0
229,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_garments_footwear_hats_knitwear_and_textile,0
230,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_gold_silver_and_jewelry,0
231,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_grain_oil_foodstuff_beverages_tobacco_and_liquor,0
232,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_household_appliances_and_av_equipment,0
233,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_others,0
234,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_petroleum_and_related_products,0
235,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_sports_and_recreation_articles,0
236,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_traditional_chinese_and_western_medicines,0
237,global_consumer__rural_consumption_nominal,0
238,global_consumer__rural_consumption_real,0
239,global_consumer__secondary_enrollment_rate,0
240,global_consumer__semi_durables,0
241,global_consumer__services,0
242,global_consumer__spirits,0
243,global_consumer__sporting_goods_hobby_book_music,0
244,global_consumer__tertiary_enrollment_rate,0
245,global_consumer__tobacco,0
246,global_consumer__total_consumption,0
247,global_consumer__total_consumption_constant_2015_lcu,0
248,global_consumer__total_consumption_constant_2015_us,0
249,global_consumer__total_consumption_current_us,0
250,global_consumer__total_female_population,0
251,global_consumer__total_health_expenditures,0
252,global_consumer__total_labor_force,0
253,global_consumer__total_male_population,0
254,global_consumer__total_population,0
255,global_consumer__total_population_0_to_14,0
256,global_consumer__total_population_0_to_4,0
257,global_consumer__total_population_10_to_14,0
258,global_consumer__total_population_15_to_19,0
259,global_consumer__total_population_15_to_64,0
260,global_consumer__total_population_20_to_24,0
261,global_consumer__total_population_25_to_29,0
262,global_consumer__total_population_30_to_34,0
263,global_consumer__total_population_35_to_39,0
264,global_consumer__total_population_40_to_44,0
265,global_consumer__total_population_45_to_49,0
266,global_consumer__total_population_50_to_54,0
267,global_consumer__total_population_55_to_59,0
268,global_consumer__total_population_5_to_9,0
269,global_consumer__total_population_60_to_64,0
270,global_consumer__total_population_65,0
271,global_consumer__total_population_65_to_69,0
272,global_consumer__total_population_70_to_74,0
273,global_consumer__total_population_75,0
274,global_consumer__total_retail_sales,0
275,global_consumer__transportation_and_communication,0
276,global_consumer__transportation_equipment,0
277,global_consumer__transportation_equipment_operational_cost,0
278,global_consumer__transportation_services,0
279,global_consumer__unemployment_rate,0
280,global_consumer__urban_consumption_nominal,0
281,global_consumer__urban_consumption_real,0
282,global_consumer__urban_household,0
283,global_consumer__urban_population,0
284,global_consumer__wine,0
285,global_economy__bop_basic_balance_euro__euro,0
286,global_economy__bop_basic_balance_lcu__chinese_renminbi,0
287,global_economy__bop_basic_balance_lcu__euro,0
288,global_economy__bop_basic_balance_us__u_s_dollar,0
289,global_economy__bop_cap_account_bal_euro__euro,0
290,global_economy__bop_cap_account_bal_lcu__chinese_renminbi,0
291,global_economy__bop_cap_account_bal_lcu__euro,0
292,global_economy__bop_change_in_reserves_euro__euro,0
293,global_economy__bop_change_in_reserves_lcu__chinese_renminbi,0
294,global_economy__bop_change_in_reserves_lcu__euro,0
295,global_economy__bop_change_in_reserves_us__u_s_dollar,0
296,global_economy__bop_current_account_balance_euro__euro,0
297,global_economy__bop_current_account_balance_lcu__chinese_renminbi,0
298,global_economy__bop_current_account_balance_lcu__euro,0
299,global_economy__bop_current_account_balance_lcu__u_s_dollar,0
300,global_economy__bop_direct_investment_asset_debit_capital_outflow_euro__euro,0
301,global_economy__bop_direct_investment_asset_debit_capital_outflow_lcu__chinese_renminbi,0
302,global_economy__bop_direct_investment_asset_debit_capital_outflow_lcu__euro,0
303,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_euro__euro,0
304,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_lcu__chinese_renminbi,0
305,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_lcu__euro,0
306,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_of_gdp__percentage,0
307,global_economy__bop_direct_investment_liability_or_fdi_credit_capital_inflow_euro__euro,0
308,global_economy__bop_direct_investment_liability_or_fdi_credit_capital_inflow_lcu__chinese_renminbi,0
309,global_economy__bop_direct_investment_liability_or_fdi_credit_capital_inflow_lcu__euro,0
310,global_economy__bop_direct_investment_liability_or_fdi_credit_capital_inflow_of_gdp__percentage,0
311,global_economy__bop_direct_investment_liability_or_fdi_credit_capital_inflow_of_if__percentage,0
312,global_economy__bop_factor_service_balance_net_foreign_investment_income_euro__euro,0
313,global_economy__bop_factor_service_balance_net_foreign_investment_income_lcu__chinese_renminbi,0
314,global_economy__bop_factor_service_balance_net_foreign_investment_income_lcu__euro,0
315,global_economy__bop_factor_service_balance_net_foreign_investment_income_lcu__u_s_dollar,0
316,global_economy__bop_factor_service_balance_of_gdp__percentage,0
317,global_economy__bop_factor_service_exports_and_credits_investment_income_receipts_from_the_rest_of_the_world_euro__euro,0
318,global_economy__bop_factor_service_exports_and_credits_investment_income_receipts_from_the_rest_of_the_world_lcu__chinese_renminbi,0
319,global_economy__bop_factor_service_exports_and_credits_investment_income_receipts_from_the_rest_of_the_world_lcu__euro,0
320,global_economy__bop_factor_service_exports_and_credits_investment_income_receipts_from_the_rest_of_the_world_lcu__u_s_dollar,0
321,global_economy__bop_factor_service_imports_and_debits_investment_income_payments_to_the_rest_of_the_world_euro__euro,0
322,global_economy__bop_factor_service_imports_and_debits_investment_income_payments_to_the_rest_of_the_world_lcu__chinese_renminbi,0
323,global_economy__bop_factor_service_imports_and_debits_investment_income_payments_to_the_rest_of_the_world_lcu__euro,0
324,global_economy__bop_factor_service_imports_and_debits_investment_income_payments_to_the_rest_of_the_world_lcu__u_s_dollar,0
325,global_economy__bop_financial_account_balance_euro__euro,0
326,global_economy__bop_financial_account_balance_lcu__chinese_renminbi,0
327,global_economy__bop_financial_account_balance_lcu__euro,0
328,global_economy__bop_goods_balance_euro__euro,0
329,global_economy__bop_goods_balance_lcu__chinese_renminbi,0
330,global_economy__bop_goods_balance_lcu__euro,0
331,global_economy__bop_goods_balance_lcu__u_s_dollar,0
332,global_economy__bop_goods_balance_of_gdp__percentage,0
333,global_economy__bop_goods_balance_us__u_s_dollar,0
334,global_economy__bop_goods_exports_euro__euro,0
335,global_economy__bop_goods_exports_lcu__chinese_renminbi,0
336,global_economy__bop_goods_exports_lcu__euro,0
337,global_economy__bop_goods_exports_lcu__u_s_dollar,0
338,global_economy__bop_goods_exports_of_gdp__percentage,0
339,global_economy__bop_goods_exports_percent_of_world_exports__percentage,0
340,global_economy__bop_goods_exports_us__u_s_dollar,0
341,global_economy__bop_goods_exports_us_growth_rate_year_on_year__percent_change_year_ago,0
342,global_economy__bop_goods_imports_euro__euro,0
343,global_economy__bop_goods_imports_lcu__chinese_renminbi,0
344,global_economy__bop_goods_imports_lcu__euro,0
345,global_economy__bop_goods_imports_lcu__u_s_dollar,0
346,global_economy__bop_goods_imports_of_gdp__percentage,0
347,global_economy__bop_goods_imports_us__u_s_dollar,0
348,global_economy__bop_goods_imports_us_growth_rate_year_on_year__percent_change_year_ago,0
349,global_economy__bop_miscellaneous_capital_account_euro__euro,0
350,global_economy__bop_miscellaneous_capital_account_lcu__chinese_renminbi,0
351,global_economy__bop_miscellaneous_capital_account_lcu__euro,0
352,global_economy__bop_miscellaneous_capital_account_us__u_s_dollar,0
353,global_economy__bop_net_errors_omissions_euro__euro,0
354,global_economy__bop_net_errors_omissions_lcu__chinese_renminbi,0
355,global_economy__bop_net_errors_omissions_lcu__euro,0
356,global_economy__bop_net_errors_omissions_us__u_s_dollar,0
357,global_economy__bop_non_factor_service_balance_euro__euro,0
358,global_economy__bop_non_factor_service_balance_lcu__chinese_renminbi,0
359,global_economy__bop_non_factor_service_balance_lcu__euro,0
360,global_economy__bop_non_factor_service_balance_lcu__u_s_dollar,0
361,global_economy__bop_non_factor_service_balance_of_gdp__percentage,0
362,global_economy__bop_non_factor_service_exports_euro__euro,0
363,global_economy__bop_non_factor_service_exports_lcu__chinese_renminbi,0
364,global_economy__bop_non_factor_service_exports_lcu__euro,0
365,global_economy__bop_non_factor_service_exports_lcu__u_s_dollar,0
366,global_economy__bop_non_factor_service_imports_euro__euro,0
367,global_economy__bop_non_factor_service_imports_lcu__chinese_renminbi,0
368,global_economy__bop_non_factor_service_imports_lcu__euro,0
369,global_economy__bop_non_factor_service_imports_lcu__u_s_dollar,0
370,global_economy__bop_other_investment_asset_debit_capital_outflow_euro__euro,0
371,global_economy__bop_other_investment_asset_debit_capital_outflow_lcu__chinese_renminbi,0
372,global_economy__bop_other_investment_asset_debit_capital_outflow_lcu__euro,0
373,global_economy__bop_other_investment_balance_net_capital_inflow_euro__euro,0
374,global_economy__bop_other_investment_balance_net_capital_inflow_lcu__chinese_renminbi,0
375,global_economy__bop_other_investment_balance_net_capital_inflow_lcu__euro,0
376,global_economy__bop_other_investment_balance_net_capital_inflow_us__u_s_dollar,0
377,global_economy__bop_other_investment_liability_credit_capital_inflow_euro__euro,0
378,global_economy__bop_other_investment_liability_credit_capital_inflow_lcu__chinese_renminbi,0
379,global_economy__bop_other_investment_liability_credit_capital_inflow_lcu__euro,0
380,global_economy__bop_portfolio_investment_asset_debit_capital_outflow_euro__euro,0
381,global_economy__bop_portfolio_investment_asset_debit_capital_outflow_lcu__chinese_renminbi,0
382,global_economy__bop_portfolio_investment_asset_debit_capital_outflow_lcu__euro,0
383,global_economy__bop_portfolio_investment_balance_net_capital_inflow_euro__euro,0
384,global_economy__bop_portfolio_investment_balance_net_capital_inflow_lcu__chinese_renminbi,0
385,global_economy__bop_portfolio_investment_balance_net_capital_inflow_lcu__euro,0
386,global_economy__bop_portfolio_investment_balance_net_capital_inflow_of_gdp__percentage,0
387,global_economy__bop_portfolio_investment_liability_credit_capital_inflow_euro__euro,0
388,global_economy__bop_portfolio_investment_liability_credit_capital_inflow_lcu__chinese_renminbi,0
389,global_economy__bop_portfolio_investment_liability_credit_capital_inflow_lcu__euro,0
390,global_economy__bop_services_factor_non_factor_balance_euro__euro,0
391,global_economy__bop_services_factor_non_factor_balance_lcu__chinese_renminbi,0
392,global_economy__bop_services_factor_non_factor_balance_lcu__euro,0
393,global_economy__bop_services_factor_non_factor_balance_lcu__u_s_dollar,0
394,global_economy__bop_services_factor_non_factor_balance_of_gdp__percentage,0
395,global_economy__bop_services_factor_non_factor_balance_us__u_s_dollar,0
396,global_economy__bop_services_factor_non_factor_exports_euro__euro,0
397,global_economy__bop_services_factor_non_factor_exports_lcu__chinese_renminbi,0
398,global_economy__bop_services_factor_non_factor_exports_lcu__euro,0
399,global_economy__bop_services_factor_non_factor_exports_lcu__u_s_dollar,0
400,global_economy__bop_services_factor_non_factor_exports_us__u_s_dollar,0
401,global_economy__bop_services_factor_non_factor_imports_euro__euro,0
402,global_economy__bop_services_factor_non_factor_imports_lcu__chinese_renminbi,0
403,global_economy__bop_services_factor_non_factor_imports_lcu__euro,0
404,global_economy__bop_services_factor_non_factor_imports_lcu__u_s_dollar,0
405,global_economy__bop_services_factor_non_factor_imports_us__u_s_dollar,0
406,global_economy__bop_total_exports_goods_nf_services_euro__euro,0
407,global_economy__bop_total_exports_goods_nf_services_lcu__chinese_renminbi,0
408,global_economy__bop_total_exports_goods_nf_services_lcu__euro,0
409,global_economy__bop_total_exports_goods_nf_services_lcu__u_s_dollar,0
410,global_economy__bop_total_exports_goods_nf_services_of_gdp__percentage,0
411,global_economy__bop_total_exports_goods_nf_services_us__u_s_dollar,0
412,global_economy__bop_total_imports_goods_nf_services_euro__euro,0
413,global_economy__bop_total_imports_goods_nf_services_lcu__chinese_renminbi,0
414,global_economy__bop_total_imports_goods_nf_services_lcu__euro,0
415,global_economy__bop_total_imports_goods_nf_services_lcu__u_s_dollar,0
416,global_economy__bop_total_imports_goods_nf_services_of_gdp__percentage,0
417,global_economy__bop_total_imports_goods_nf_services_us__u_s_dollar,0
418,global_economy__bop_trade_balance_goods_nf_services_euro__euro,0
419,global_economy__bop_trade_balance_goods_nf_services_lcu__chinese_renminbi,0
420,global_economy__bop_trade_balance_goods_nf_services_lcu__euro,0
421,global_economy__bop_trade_balance_goods_nf_services_lcu__u_s_dollar,0
422,global_economy__bop_trade_balance_goods_nf_services_of_gdp__percentage,0
423,global_economy__bop_trade_balance_goods_nf_services_us__u_s_dollar,0
424,global_economy__bop_transfer_payments_balance_euro__euro,0
425,global_economy__bop_transfer_payments_balance_lcu__chinese_renminbi,0
426,global_economy__bop_transfer_payments_balance_lcu__euro,0
427,global_economy__bop_transfer_payments_balance_lcu__u_s_dollar,0
428,global_economy__bop_transfer_payments_balance_of_gdp__percentage,0
429,global_economy__bop_transfer_payments_credit_euro__euro,0
430,global_economy__bop_transfer_payments_credit_lcu__chinese_renminbi,0
431,global_economy__bop_transfer_payments_credit_lcu__euro,0
432,global_economy__bop_transfer_payments_debit_euro__euro,0
433,global_economy__bop_transfer_payments_debit_lcu__chinese_renminbi,0
434,global_economy__bop_transfer_payments_debit_lcu__euro,0
435,global_economy__broad_money_supply_period_end_lcu__chinese_renminbi,0
436,global_economy__broad_money_supply_period_end_lcu__euro,0
437,global_economy__broad_money_supply_period_end_lcu__index,0
438,global_economy__broad_money_supply_period_end_lcu__u_s_dollar,0
439,global_economy__broad_money_supply_period_end_us__u_s_dollar,0
440,global_economy__capital_consumption_total_lcu__u_s_dollar,0
441,global_economy__capital_consumption_total_us__u_s_dollar,0
442,global_economy__change_in_international_reserves__u_s_dollar,0
443,global_economy__change_in_international_reserves_excluding_gold__u_s_dollar,0
444,global_economy__consumer_price_index__index,0
445,global_economy__consumer_price_index_core__index,0
446,global_economy__consumer_price_index_core_dollar_basis__index,0
447,global_economy__consumer_price_index_core_euro_basis__index,0
448,global_economy__consumer_price_index_dollar_basis__index,0
449,global_economy__consumer_price_index_euro_basis__index,0
450,global_economy__consumer_price_index_year_on_year_percent_change__percent_change_year_ago,0
451,global_economy__current_account_balance_as_a_of_gdp__percentage,0
452,global_economy__current_expenditure_in_euro_general_government__euro,0
453,global_economy__current_expenditure_in_euro_unspecified_government__euro,0
454,global_economy__current_expenditure_in_lcu_central_government__u_s_dollar,0
455,global_economy__current_expenditure_in_lcu_general_government__u_s_dollar,0
456,global_economy__current_expenditure_in_lcu_unspecified_government__u_s_dollar,0
457,global_economy__current_expenditure_in_us_central_government__u_s_dollar,0
458,global_economy__current_expenditure_in_us_general_government__u_s_dollar,0
459,global_economy__current_expenditure_in_us_unspecified_government__u_s_dollar,0
460,global_economy__current_expenditure_of_gdp_central_government__percentage,0
461,global_economy__current_expenditure_of_gdp_general_government__percentage,0
462,global_economy__current_expenditure_of_gdp_unspecified_government__percentage,0
463,global_economy__current_expenditures_in_euro_central_government__euro,0
464,global_economy__current_revenue_in_euro_central_government__euro,0
465,global_economy__current_revenue_in_euro_general_government__euro,0
466,global_economy__current_revenue_in_euro_unspecified_government__euro,0
467,global_economy__current_revenue_in_lcu_central_government__u_s_dollar,0
468,global_economy__current_revenue_in_lcu_general_government__u_s_dollar,0
469,global_economy__current_revenue_in_lcu_unspecified_government__u_s_dollar,0
470,global_economy__current_revenue_in_us_central_government__u_s_dollar,0
471,global_economy__current_revenue_in_us_general_government__u_s_dollar,0
472,global_economy__current_revenue_in_us_unspecified_government__u_s_dollar,0
473,global_economy__current_revenue_of_gdp_central_government__percentage,0
474,global_economy__current_revenue_of_gdp_general_government__percentage,0
475,global_economy__current_revenue_of_gdp_unspecified_government__percentage,0
476,global_economy__debt_total_in_euro_central_government__euro,0
477,global_economy__debt_total_in_euro_general_government__euro,0
478,global_economy__debt_total_in_euro_unspecified_government__euro,0
479,global_economy__debt_total_in_lcu_central_government__u_s_dollar,0
480,global_economy__debt_total_in_lcu_general_government__chinese_renminbi,0
481,global_economy__debt_total_in_lcu_general_government__euro,0
482,global_economy__debt_total_in_lcu_general_government__u_s_dollar,0
483,global_economy__debt_total_in_lcu_unspecified_government__chinese_renminbi,0
484,global_economy__debt_total_in_lcu_unspecified_government__euro,0
